Amplitude,Time
996,2021-09-14 14:28:13.056751
996,2021-09-14 14:28:13.060751
751,2021-09-14 14:28:13.064752
492,2021-09-14 14:28:13.068756
414,2021-09-14 14:28:13.076790
375,2021-09-14 14:28:13.080791
355,2021-09-14 14:28:13.084892
349,2021-09-14 14:28:13.090022
996,2021-09-14 14:28:13.097155
996,2021-09-14 14:28:13.101286
996,2021-09-14 14:28:13.105295
636,2021-09-14 14:28:13.113296
464,2021-09-14 14:28:13.117296
398,2021-09-14 14:28:13.122300
367,2021-09-14 14:28:13.126300
356,2021-09-14 14:28:13.134301
342,2021-09-14 14:28:13.138302
997,2021-09-14 14:28:13.142302
997,2021-09-14 14:28:13.146303
997,2021-09-14 14:28:13.155310
565,2021-09-14 14:28:13.158309
437,2021-09-14 14:28:13.163310
386,2021-09-14 14:28:13.167311
366,2021-09-14 14:28:13.175312
348,2021-09-14 14:28:13.179313
995,2021-09-14 14:28:13.183313
996,2021-09-14 14:28:13.191315
996,2021-09-14 14:28:13.195316
816,2021-09-14 14:28:13.199317
511,2021-09-14 14:28:13.204321
417,2021-09-14 14:28:13.212322
381,2021-09-14 14:28:13.216325
357,2021-09-14 14:28:13.220323
349,2021-09-14 14:28:13.224326
996,2021-09-14 14:28:13.232328
996,2021-09-14 14:28:13.236326
996,2021-09-14 14:28:13.241331
678,2021-09-14 14:28:13.249332
473,2021-09-14 14:28:13.253334
405,2021-09-14 14:28:13.257335
369,2021-09-14 14:28:13.261335
356,2021-09-14 14:28:13.269334
346,2021-09-14 14:28:13.273338
997,2021-09-14 14:28:13.277336
997,2021-09-14 14:28:13.281337
997,2021-09-14 14:28:13.290343
591,2021-09-14 14:28:13.294345
449,2021-09-14 14:28:13.298345
389,2021-09-14 14:28:13.306353
367,2021-09-14 14:28:13.310346
352,2021-09-14 14:28:13.314348
979,2021-09-14 14:28:13.319349
997,2021-09-14 14:28:13.327351
997,2021-09-14 14:28:13.331352
896,2021-09-14 14:28:13.335354
533,2021-09-14 14:28:13.339354
423,2021-09-14 14:28:13.347356
384,2021-09-14 14:28:13.351356
361,2021-09-14 14:28:13.355358
345,2021-09-14 14:28:13.360360
997,2021-09-14 14:28:13.367359
996,2021-09-14 14:28:13.372362
997,2021-09-14 14:28:13.376365
726,2021-09-14 14:28:13.384365
486,2021-09-14 14:28:13.388366
410,2021-09-14 14:28:13.392370
375,2021-09-14 14:28:13.396369
353,2021-09-14 14:28:13.405372
349,2021-09-14 14:28:13.408372
997,2021-09-14 14:28:13.413373
997,2021-09-14 14:28:13.417373
997,2021-09-14 14:28:13.425377
621,2021-09-14 14:28:13.429377
458,2021-09-14 14:28:13.433378
396,2021-09-14 14:28:13.441379
365,2021-09-14 14:28:13.445418
356,2021-09-14 14:28:13.450383
342,2021-09-14 14:28:13.454384
996,2021-09-14 14:28:13.462386
997,2021-09-14 14:28:13.466387
997,2021-09-14 14:28:13.470388
555,2021-09-14 14:28:13.474388
434,2021-09-14 14:28:13.482390
383,2021-09-14 14:28:13.486427
365,2021-09-14 14:28:13.491394
348,2021-09-14 14:28:13.498449
995,2021-09-14 14:28:13.503396
996,2021-09-14 14:28:13.507400
996,2021-09-14 14:28:13.511396
786,2021-09-14 14:28:13.519400
504,2021-09-14 14:28:13.523401
413,2021-09-14 14:28:13.527402
380,2021-09-14 14:28:13.531404
356,2021-09-14 14:28:13.540407
347,2021-09-14 14:28:13.544408
996,2021-09-14 14:28:13.547406
997,2021-09-14 14:28:13.552409
996,2021-09-14 14:28:13.560410
659,2021-09-14 14:28:13.564410
466,2021-09-14 14:28:13.568413
403,2021-09-14 14:28:13.576413
369,2021-09-14 14:28:13.580476
354,2021-09-14 14:28:13.585416
346,2021-09-14 14:28:13.589416
997,2021-09-14 14:28:13.597418
996,2021-09-14 14:28:13.601418
997,2021-09-14 14:28:13.605419
576,2021-09-14 14:28:13.609420
444,2021-09-14 14:28:13.617465
388,2021-09-14 14:28:13.621467
365,2021-09-14 14:28:13.626424
352,2021-09-14 14:28:13.634424
992,2021-09-14 14:28:13.638424
997,2021-09-14 14:28:13.642425
997,2021-09-14 14:28:13.646425
852,2021-09-14 14:28:13.654427
523,2021-09-14 14:28:13.659429
420,2021-09-14 14:28:13.662468
380,2021-09-14 14:28:13.667428
362,2021-09-14 14:28:13.674487
345,2021-09-14 14:28:13.679448
996,2021-09-14 14:28:13.683446
997,2021-09-14 14:28:13.691429
997,2021-09-14 14:28:13.695431
703,2021-09-14 14:28:13.699431
480,2021-09-14 14:28:13.704433
406,2021-09-14 14:28:13.711494
374,2021-09-14 14:28:13.716437
352,2021-09-14 14:28:13.720436
348,2021-09-14 14:28:13.724438
997,2021-09-14 14:28:13.732440
998,2021-09-14 14:28:13.736441
997,2021-09-14 14:28:13.740442
605,2021-09-14 14:28:13.745444
452,2021-09-14 14:28:13.752512
395,2021-09-14 14:28:13.757446
364,2021-09-14 14:28:13.761446
355,2021-09-14 14:28:13.769445
343,2021-09-14 14:28:13.773450
997,2021-09-14 14:28:13.777447
997,2021-09-14 14:28:13.781450
940,2021-09-14 14:28:13.790458
541,2021-09-14 14:28:13.794453
430,2021-09-14 14:28:13.798455
381,2021-09-14 14:28:13.802455
364,2021-09-14 14:28:13.810457
349,2021-09-14 14:28:13.814459
996,2021-09-14 14:28:13.818457
997,2021-09-14 14:28:13.826461
997,2021-09-14 14:28:13.831464
754,2021-09-14 14:28:13.835465
497,2021-09-14 14:28:13.839464
409,2021-09-14 14:28:13.847465
378,2021-09-14 14:28:13.851466
357,2021-09-14 14:28:13.855467
344,2021-09-14 14:28:13.859469
997,2021-09-14 14:28:13.867471
996,2021-09-14 14:28:13.871488
996,2021-09-14 14:28:13.876475
639,2021-09-14 14:28:13.883530
459,2021-09-14 14:28:13.888475
401,2021-09-14 14:28:13.892475
368,2021-09-14 14:28:13.896475
352,2021-09-14 14:28:13.904479
347,2021-09-14 14:28:13.908481
997,2021-09-14 14:28:13.912481
997,2021-09-14 14:28:13.917483
997,2021-09-14 14:28:13.924550
563,2021-09-14 14:28:13.928540
440,2021-09-14 14:28:13.933485
387,2021-09-14 14:28:13.937485
362,2021-09-14 14:28:13.945488
353,2021-09-14 14:28:13.949490
994,2021-09-14 14:28:13.953490
997,2021-09-14 14:28:13.961492
997,2021-09-14 14:28:13.966498
819,2021-09-14 14:28:13.970496
515,2021-09-14 14:28:13.974496
418,2021-09-14 14:28:13.982501
377,2021-09-14 14:28:13.986499
362,2021-09-14 14:28:13.990501
345,2021-09-14 14:28:13.994501
997,2021-09-14 14:28:14.002503
997,2021-09-14 14:28:14.006504
996,2021-09-14 14:28:14.011506
682,2021-09-14 14:28:14.019508
474,2021-09-14 14:28:14.023513
402,2021-09-14 14:28:14.027509
374,2021-09-14 14:28:14.031511
352,2021-09-14 14:28:14.039512
346,2021-09-14 14:28:14.043513
997,2021-09-14 14:28:14.047514
997,2021-09-14 14:28:14.052517
997,2021-09-14 14:28:14.060519
592,2021-09-14 14:28:14.064519
446,2021-09-14 14:28:14.068519
394,2021-09-14 14:28:14.076522
363,2021-09-14 14:28:14.080523
353,2021-09-14 14:28:14.084523
977,2021-09-14 14:28:14.088524
997,2021-09-14 14:28:14.096526
997,2021-09-14 14:28:14.100527
900,2021-09-14 14:28:14.105531
531,2021-09-14 14:28:14.109531
428,2021-09-14 14:28:14.117534
380,2021-09-14 14:28:14.121534
362,2021-09-14 14:28:14.125534
349,2021-09-14 14:28:14.129534
996,2021-09-14 14:28:14.137538
997,2021-09-14 14:28:14.141605
996,2021-09-14 14:28:14.146539
730,2021-09-14 14:28:14.154539
491,2021-09-14 14:28:14.158541
407,2021-09-14 14:28:14.162543
376,2021-09-14 14:28:14.166545
358,2021-09-14 14:28:14.174548
343,2021-09-14 14:28:14.178550
996,2021-09-14 14:28:14.182605
996,2021-09-14 14:28:14.187551
997,2021-09-14 14:28:14.195552
626,2021-09-14 14:28:14.199552
455,2021-09-14 14:28:14.203553
398,2021-09-14 14:28:14.211556
368,2021-09-14 14:28:14.215556
350,2021-09-14 14:28:14.219561
347,2021-09-14 14:28:14.223556
997,2021-09-14 14:28:14.231557
996,2021-09-14 14:28:14.236562
996,2021-09-14 14:28:14.240562
551,2021-09-14 14:28:14.244562
435,2021-09-14 14:28:14.252561
386,2021-09-14 14:28:14.256583
360,2021-09-14 14:28:14.260562
353,2021-09-14 14:28:14.268567
995,2021-09-14 14:28:14.273569
997,2021-09-14 14:28:14.276565
997,2021-09-14 14:28:14.280567
787,2021-09-14 14:28:14.289577
506,2021-09-14 14:28:14.293569
416,2021-09-14 14:28:14.297568
375,2021-09-14 14:28:14.301580
361,2021-09-14 14:28:14.309569
346,2021-09-14 14:28:14.313570
996,2021-09-14 14:28:14.317570
997,2021-09-14 14:28:14.322575
997,2021-09-14 14:28:14.330577
660,2021-09-14 14:28:14.340579
469,2021-09-14 14:28:14.342580
399,2021-09-14 14:28:14.346581
373,2021-09-14 14:28:14.350580
353,2021-09-14 14:28:14.354580
344,2021-09-14 14:28:14.358581
996,2021-09-14 14:28:14.367586
997,2021-09-14 14:28:14.371588
996,2021-09-14 14:28:14.375588
578,2021-09-14 14:28:14.379589
440,2021-09-14 14:28:14.387591
392,2021-09-14 14:28:14.391591
363,2021-09-14 14:28:14.395591
351,2021-09-14 14:28:14.403593
991,2021-09-14 14:28:14.408598
997,2021-09-14 14:28:14.412598
996,2021-09-14 14:28:14.416599
859,2021-09-14 14:28:14.424601
521,2021-09-14 14:28:14.428602
425,2021-09-14 14:28:14.432601
379,2021-09-14 14:28:14.436601
360,2021-09-14 14:28:14.444665
350,2021-09-14 14:28:14.449606
996,2021-09-14 14:28:14.453606
997,2021-09-14 14:28:14.461608
997,2021-09-14 14:28:14.465610
707,2021-09-14 14:28:14.469611
485,2021-09-14 14:28:14.474616
405,2021-09-14 14:28:14.481615
373,2021-09-14 14:28:14.486617
357,2021-09-14 14:28:14.490620
343,2021-09-14 14:28:14.494617
997,2021-09-14 14:28:14.502620
996,2021-09-14 14:28:14.506621
996,2021-09-14 14:28:14.510622
611,2021-09-14 14:28:14.518623
451,2021-09-14 14:28:14.523625
394,2021-09-14 14:28:14.532628
368,2021-09-14 14:28:14.534627
349,2021-09-14 14:28:14.539635
346,2021-09-14 14:28:14.543630
996,2021-09-14 14:28:14.547632
996,2021-09-14 14:28:14.551632
951,2021-09-14 14:28:14.559634
542,2021-09-14 14:28:14.563634
430,2021-09-14 14:28:14.568639
385,2021-09-14 14:28:14.572638
359,2021-09-14 14:28:14.580639
352,2021-09-14 14:28:14.584640
995,2021-09-14 14:28:14.588640
997,2021-09-14 14:28:14.596644
996,2021-09-14 14:28:14.600644
762,2021-09-14 14:28:14.604645
498,2021-09-14 14:28:14.608649
414,2021-09-14 14:28:14.617651
373,2021-09-14 14:28:14.620648
360,2021-09-14 14:28:14.625652
346,2021-09-14 14:28:14.629653
996,2021-09-14 14:28:14.637653
997,2021-09-14 14:28:14.641655
997,2021-09-14 14:28:14.645655
644,2021-09-14 14:28:14.653657
465,2021-09-14 14:28:14.657658
396,2021-09-14 14:28:14.661658
372,2021-09-14 14:28:14.665659
353,2021-09-14 14:28:14.674664
342,2021-09-14 14:28:14.678665
997,2021-09-14 14:28:14.682666
996,2021-09-14 14:28:14.686666
996,2021-09-14 14:28:14.694667
568,2021-09-14 14:28:14.698668
436,2021-09-14 14:28:14.702725
390,2021-09-14 14:28:14.711674
363,2021-09-14 14:28:14.715675
349,2021-09-14 14:28:14.719675
993,2021-09-14 14:28:14.723676
996,2021-09-14 14:28:14.731677
997,2021-09-14 14:28:14.735677
829,2021-09-14 14:28:14.739680
513,2021-09-14 14:28:14.743703
422,2021-09-14 14:28:14.751737
379,2021-09-14 14:28:14.756687
357,2021-09-14 14:28:14.760686
350,2021-09-14 14:28:14.764687
995,2021-09-14 14:28:14.772689
996,2021-09-14 14:28:14.777691
997,2021-09-14 14:28:14.780689
688,2021-09-14 14:28:14.788750
479,2021-09-14 14:28:14.793692
404,2021-09-14 14:28:14.797693
371,2021-09-14 14:28:14.801693
358,2021-09-14 14:28:14.809696
343,2021-09-14 14:28:14.813697
996,2021-09-14 14:28:14.817698
997,2021-09-14 14:28:14.821699
996,2021-09-14 14:28:14.829760
599,2021-09-14 14:28:14.833751
448,2021-09-14 14:28:14.838700
391,2021-09-14 14:28:14.846695
368,2021-09-14 14:28:14.850697
349,2021-09-14 14:28:14.854697
931,2021-09-14 14:28:14.858713
996,2021-09-14 14:28:14.866760
997,2021-09-14 14:28:14.870743
916,2021-09-14 14:28:14.874770
535,2021-09-14 14:28:14.879703
426,2021-09-14 14:28:14.886706
385,2021-09-14 14:28:14.891707
359,2021-09-14 14:28:14.895707
350,2021-09-14 14:28:14.903708
996,2021-09-14 14:28:14.907728
996,2021-09-14 14:28:14.912712
997,2021-09-14 14:28:14.916725
745,2021-09-14 14:28:14.923712
492,2021-09-14 14:28:14.928710
413,2021-09-14 14:28:14.932710
373,2021-09-14 14:28:14.936711
358,2021-09-14 14:28:14.944716
347,2021-09-14 14:28:14.948715
996,2021-09-14 14:28:14.953717
996,2021-09-14 14:28:14.957722
998,2021-09-14 14:28:14.965720
631,2021-09-14 14:28:14.969719
462,2021-09-14 14:28:14.973723
395,2021-09-14 14:28:14.981722
370,2021-09-14 14:28:14.985724
354,2021-09-14 14:28:14.989725
341,2021-09-14 14:28:14.994727
996,2021-09-14 14:28:15.002729
996,2021-09-14 14:28:15.006733
997,2021-09-14 14:28:15.010729
560,2021-09-14 14:28:15.014731
433,2021-09-14 14:28:15.022731
388,2021-09-14 14:28:15.026734
364,2021-09-14 14:28:15.030733
347,2021-09-14 14:28:15.038737
995,2021-09-14 14:28:15.043739
997,2021-09-14 14:28:15.047739
996,2021-09-14 14:28:15.051739
801,2021-09-14 14:28:15.059740
506,2021-09-14 14:28:15.063743
418,2021-09-14 14:28:15.067744
379,2021-09-14 14:28:15.071744
355,2021-09-14 14:28:15.079745
350,2021-09-14 14:28:15.083747
996,2021-09-14 14:28:15.087746
996,2021-09-14 14:28:15.095749
997,2021-09-14 14:28:15.100752
671,2021-09-14 14:28:15.104753
473,2021-09-14 14:28:15.108755
403,2021-09-14 14:28:15.116756
368,2021-09-14 14:28:15.120757
357,2021-09-14 14:28:15.124756
343,2021-09-14 14:28:15.128769
997,2021-09-14 14:28:15.137761
995,2021-09-14 14:28:15.141763
996,2021-09-14 14:28:15.145764
587,2021-09-14 14:28:15.149764
445,2021-09-14 14:28:15.157766
388,2021-09-14 14:28:15.161767
368,2021-09-14 14:28:15.165767
349,2021-09-14 14:28:15.173771
988,2021-09-14 14:28:15.177771
996,2021-09-14 14:28:15.182774
997,2021-09-14 14:28:15.186775
877,2021-09-14 14:28:15.194776
527,2021-09-14 14:28:15.198777
421,2021-09-14 14:28:15.202777
383,2021-09-14 14:28:15.206781
358,2021-09-14 14:28:15.214779
347,2021-09-14 14:28:15.218780
996,2021-09-14 14:28:15.223784
997,2021-09-14 14:28:15.231785
997,2021-09-14 14:28:15.235786
721,2021-09-14 14:28:15.239788
483,2021-09-14 14:28:15.243787
409,2021-09-14 14:28:15.251789
370,2021-09-14 14:28:15.256795
354,2021-09-14 14:28:15.260793
345,2021-09-14 14:28:15.264794
996,2021-09-14 14:28:15.272796
997,2021-09-14 14:28:15.276796
996,2021-09-14 14:28:15.280798
616,2021-09-14 14:28:15.288799
456,2021-09-14 14:28:15.292800
391,2021-09-14 14:28:15.296812
364,2021-09-14 14:28:15.300801
351,2021-09-14 14:28:15.308858
337,2021-09-14 14:28:15.313804
996,2021-09-14 14:28:15.317806
997,2021-09-14 14:28:15.321805
986,2021-09-14 14:28:15.329809
549,2021-09-14 14:28:15.333810
427,2021-09-14 14:28:15.337810
381,2021-09-14 14:28:15.341828
359,2021-09-14 14:28:15.350815
341,2021-09-14 14:28:15.354816
996,2021-09-14 14:28:15.358817
997,2021-09-14 14:28:15.366819
997,2021-09-14 14:28:15.370819
779,2021-09-14 14:28:15.374821
497,2021-09-14 14:28:15.378837
409,2021-09-14 14:28:15.386861
372,2021-09-14 14:28:15.390823
347,2021-09-14 14:28:15.394880
341,2021-09-14 14:28:15.399828
996,2021-09-14 14:28:15.407828
996,2021-09-14 14:28:15.411830
996,2021-09-14 14:28:15.415831
655,2021-09-14 14:28:15.423832
463,2021-09-14 14:28:15.428836
394,2021-09-14 14:28:15.432836
358,2021-09-14 14:28:15.436836
346,2021-09-14 14:28:15.444841
333,2021-09-14 14:28:15.448839
997,2021-09-14 14:28:15.452838
996,2021-09-14 14:28:15.456839
997,2021-09-14 14:28:15.464839
573,2021-09-14 14:28:15.468838
434,2021-09-14 14:28:15.473842
375,2021-09-14 14:28:15.480841
354,2021-09-14 14:28:15.484842
336,2021-09-14 14:28:15.489847
990,2021-09-14 14:28:15.493847
996,2021-09-14 14:28:15.501849
997,2021-09-14 14:28:15.505848
854,2021-09-14 14:28:15.509866
514,2021-09-14 14:28:15.513851
405,2021-09-14 14:28:15.521863
366,2021-09-14 14:28:15.525851
340,2021-09-14 14:28:15.530856
326,2021-09-14 14:28:15.534857
997,2021-09-14 14:28:15.542857
997,2021-09-14 14:28:15.546859
997,2021-09-14 14:28:15.550859
704,2021-09-14 14:28:15.558874
467,2021-09-14 14:28:15.562860
391,2021-09-14 14:28:15.566861
352,2021-09-14 14:28:15.570866
331,2021-09-14 14:28:15.579867
323,2021-09-14 14:28:15.583867
997,2021-09-14 14:28:15.587869
996,2021-09-14 14:28:15.591869
996,2021-09-14 14:28:15.599870
599,2021-09-14 14:28:15.603871
438,2021-09-14 14:28:15.607872
371,2021-09-14 14:28:15.616876
341,2021-09-14 14:28:15.620878
328,2021-09-14 14:28:15.624878
312,2021-09-14 14:28:15.628877
996,2021-09-14 14:28:15.636881
997,2021-09-14 14:28:15.640882
945,2021-09-14 14:28:15.644883
532,2021-09-14 14:28:15.649885
408,2021-09-14 14:28:15.657887
358,2021-09-14 14:28:15.661887
336,2021-09-14 14:28:15.665888
316,2021-09-14 14:28:15.673891
995,2021-09-14 14:28:15.677891
997,2021-09-14 14:28:15.682895
996,2021-09-14 14:28:15.686896
755,2021-09-14 14:28:15.693933
479,2021-09-14 14:28:15.698899
386,2021-09-14 14:28:15.701897
348,2021-09-14 14:28:15.706901
322,2021-09-14 14:28:15.713899
313,2021-09-14 14:28:15.718902
997,2021-09-14 14:28:15.722901
996,2021-09-14 14:28:15.726903
996,2021-09-14 14:28:15.734905
635,2021-09-14 14:28:15.738909
441,2021-09-14 14:28:15.742905
372,2021-09-14 14:28:15.750908
333,2021-09-14 14:28:15.755912
319,2021-09-14 14:28:15.759912
307,2021-09-14 14:28:15.763912
996,2021-09-14 14:28:15.771915
997,2021-09-14 14:28:15.775926
996,2021-09-14 14:28:15.780916
551,2021-09-14 14:28:15.784917
415,2021-09-14 14:28:15.792918
355,2021-09-14 14:28:15.796920
331,2021-09-14 14:28:15.800921
315,2021-09-14 14:28:15.808923
994,2021-09-14 14:28:15.812924
997,2021-09-14 14:28:15.816925
998,2021-09-14 14:28:15.821928
813,2021-09-14 14:28:15.829929
496,2021-09-14 14:28:15.833930
388,2021-09-14 14:28:15.837931
347,2021-09-14 14:28:15.841932
322,2021-09-14 14:28:15.849934
305,2021-09-14 14:28:15.853934
996,2021-09-14 14:28:15.857935
996,2021-09-14 14:28:15.865994
997,2021-09-14 14:28:15.870940
674,2021-09-14 14:28:15.874942
449,2021-09-14 14:28:15.878941
373,2021-09-14 14:28:15.886944
335,2021-09-14 14:28:15.890945
312,2021-09-14 14:28:15.894944
305,2021-09-14 14:28:15.898946
996,2021-09-14 14:28:15.907951
996,2021-09-14 14:28:15.911951
996,2021-09-14 14:28:15.915005
577,2021-09-14 14:28:15.919950
420,2021-09-14 14:28:15.927952
356,2021-09-14 14:28:15.931955
322,2021-09-14 14:28:15.935955
310,2021-09-14 14:28:15.943958
983,2021-09-14 14:28:15.947959
996,2021-09-14 14:28:15.952961
996,2021-09-14 14:28:15.956962
888,2021-09-14 14:28:15.964963
510,2021-09-14 14:28:15.968963
391,2021-09-14 14:28:15.972965
337,2021-09-14 14:28:15.976966
317,2021-09-14 14:28:15.984967
298,2021-09-14 14:28:15.989972
996,2021-09-14 14:28:15.993971
996,2021-09-14 14:28:16.001027
997,2021-09-14 14:28:16.005974
719,2021-09-14 14:28:16.009973
462,2021-09-14 14:28:16.013974
369,2021-09-14 14:28:16.021978
334,2021-09-14 14:28:16.025979
307,2021-09-14 14:28:16.029980
295,2021-09-14 14:28:16.034982
997,2021-09-14 14:28:16.041988
996,2021-09-14 14:28:16.046982
996,2021-09-14 14:28:16.050981
607,2021-09-14 14:28:16.058980
423,2021-09-14 14:28:16.062980
357,2021-09-14 14:28:16.066983
319,2021-09-14 14:28:16.070981
301,2021-09-14 14:28:16.078981
292,2021-09-14 14:28:16.082985
997,2021-09-14 14:28:16.087046
996,2021-09-14 14:28:16.091988
993,2021-09-14 14:28:16.099989
528,2021-09-14 14:28:16.103997
399,2021-09-14 14:28:16.107990
339,2021-09-14 14:28:16.115991
313,2021-09-14 14:28:16.119993
298,2021-09-14 14:28:16.125006
995,2021-09-14 14:28:16.128993
996,2021-09-14 14:28:16.136994
997,2021-09-14 14:28:16.140996
774,2021-09-14 14:28:16.144995
478,2021-09-14 14:28:16.148998
372,2021-09-14 14:28:16.157000
329,2021-09-14 14:28:16.161002
306,2021-09-14 14:28:16.166004
286,2021-09-14 14:28:16.170003
996,2021-09-14 14:28:16.177006
997,2021-09-14 14:28:16.182005
996,2021-09-14 14:28:16.186007
649,2021-09-14 14:28:16.194009
434,2021-09-14 14:28:16.198011
356,2021-09-14 14:28:16.202010
319,2021-09-14 14:28:16.207018
293,2021-09-14 14:28:16.214073
286,2021-09-14 14:28:16.219016
996,2021-09-14 14:28:16.223017
996,2021-09-14 14:28:16.227016
997,2021-09-14 14:28:16.235017
559,2021-09-14 14:28:16.239021
403,2021-09-14 14:28:16.243021
339,2021-09-14 14:28:16.251021
303,2021-09-14 14:28:16.255025
290,2021-09-14 14:28:16.259023
991,2021-09-14 14:28:16.264028
996,2021-09-14 14:28:16.272030
997,2021-09-14 14:28:16.276029
854,2021-09-14 14:28:16.280030
493,2021-09-14 14:28:16.284032
374,2021-09-14 14:28:16.292032
318,2021-09-14 14:28:16.296033
295,2021-09-14 14:28:16.300034
275,2021-09-14 14:28:16.309040
996,2021-09-14 14:28:16.313040
996,2021-09-14 14:28:16.317042
996,2021-09-14 14:28:16.321041
695,2021-09-14 14:28:16.329043
442,2021-09-14 14:28:16.333045
345,2021-09-14 14:28:16.338047
304,2021-09-14 14:28:16.342045
276,2021-09-14 14:28:16.350045
260,2021-09-14 14:28:16.354046
997,2021-09-14 14:28:16.358048
997,2021-09-14 14:28:16.362049
996,2021-09-14 14:28:16.370051
587,2021-09-14 14:28:16.374051
399,2021-09-14 14:28:16.379055
326,2021-09-14 14:28:16.386120
286,2021-09-14 14:28:16.390056
263,2021-09-14 14:28:16.395059
251,2021-09-14 14:28:16.399060
997,2021-09-14 14:28:16.407061
996,2021-09-14 14:28:16.411061
944,2021-09-14 14:28:16.415062
506,2021-09-14 14:28:16.420065
368,2021-09-14 14:28:16.427100
305,2021-09-14 14:28:16.431120
273,2021-09-14 14:28:16.436070
256,2021-09-14 14:28:16.444070
995,2021-09-14 14:28:16.448071
996,2021-09-14 14:28:16.452073
996,2021-09-14 14:28:16.457074
748,2021-09-14 14:28:16.464074
451,2021-09-14 14:28:16.468083
342,2021-09-14 14:28:16.473078
291,2021-09-14 14:28:16.477079
265,2021-09-14 14:28:16.485079
246,2021-09-14 14:28:16.489081
997,2021-09-14 14:28:16.493082
997,2021-09-14 14:28:16.501084
996,2021-09-14 14:28:16.505085
623,2021-09-14 14:28:16.509088
408,2021-09-14 14:28:16.514088
322,2021-09-14 14:28:16.522090
282,2021-09-14 14:28:16.526093
256,2021-09-14 14:28:16.530092
244,2021-09-14 14:28:16.534093
997,2021-09-14 14:28:16.542094
996,2021-09-14 14:28:16.546095
996,2021-09-14 14:28:16.550132
534,2021-09-14 14:28:16.554139
374,2021-09-14 14:28:16.562152
308,2021-09-14 14:28:16.567099
270,2021-09-14 14:28:16.571099
252,2021-09-14 14:28:16.579102
994,2021-09-14 14:28:16.583103
996,2021-09-14 14:28:16.587114
997,2021-09-14 14:28:16.591104
814,2021-09-14 14:28:16.599177
468,2021-09-14 14:28:16.604110
349,2021-09-14 14:28:16.608110
292,2021-09-14 14:28:16.612110
265,2021-09-14 14:28:16.620112
246,2021-09-14 14:28:16.624117
996,2021-09-14 14:28:16.628114
998,2021-09-14 14:28:16.636132
996,2021-09-14 14:28:16.640117
667,2021-09-14 14:28:16.644115
423,2021-09-14 14:28:16.649121
326,2021-09-14 14:28:16.656120
283,2021-09-14 14:28:16.661123
257,2021-09-14 14:28:16.665123
240,2021-09-14 14:28:16.669122
996,2021-09-14 14:28:16.677123
997,2021-09-14 14:28:16.681124
997,2021-09-14 14:28:16.685125
568,2021-09-14 14:28:16.693127
385,2021-09-14 14:28:16.697128
312,2021-09-14 14:28:16.702131
274,2021-09-14 14:28:16.706147
250,2021-09-14 14:28:16.714133
966,2021-09-14 14:28:16.718133
996,2021-09-14 14:28:16.722131
997,2021-09-14 14:28:16.726131
905,2021-09-14 14:28:16.734131
493,2021-09-14 14:28:16.739135
359,2021-09-14 14:28:16.743137
297,2021-09-14 14:28:16.747136
264,2021-09-14 14:28:16.755138
248,2021-09-14 14:28:16.759138
996,2021-09-14 14:28:16.763139
996,2021-09-14 14:28:16.771140
996,2021-09-14 14:28:16.775145
723,2021-09-14 14:28:16.780142
441,2021-09-14 14:28:16.784147
336,2021-09-14 14:28:16.792149
284,2021-09-14 14:28:16.796149
260,2021-09-14 14:28:16.800151
241,2021-09-14 14:28:16.804150
996,2021-09-14 14:28:16.812151
996,2021-09-14 14:28:16.816152
998,2021-09-14 14:28:16.820153
607,2021-09-14 14:28:16.829159
401,2021-09-14 14:28:16.833158
317,2021-09-14 14:28:16.837161
278,2021-09-14 14:28:16.841160
252,2021-09-14 14:28:16.849162
239,2021-09-14 14:28:16.853161
997,2021-09-14 14:28:16.857163
997,2021-09-14 14:28:16.861165
996,2021-09-14 14:28:16.870167
523,2021-09-14 14:28:16.874189
368,2021-09-14 14:28:16.878171
304,2021-09-14 14:28:16.886172
268,2021-09-14 14:28:16.890173
248,2021-09-14 14:28:16.894174
996,2021-09-14 14:28:16.898174
997,2021-09-14 14:28:16.907179
996,2021-09-14 14:28:16.910175
788,2021-09-14 14:28:16.915180
460,2021-09-14 14:28:16.919181
345,2021-09-14 14:28:16.927182
290,2021-09-14 14:28:16.931182
261,2021-09-14 14:28:16.935183
245,2021-09-14 14:28:16.940185
996,2021-09-14 14:28:16.947188
997,2021-09-14 14:28:16.952189
997,2021-09-14 14:28:16.956189
651,2021-09-14 14:28:16.964193
417,2021-09-14 14:28:16.968193
325,2021-09-14 14:28:16.973196
282,2021-09-14 14:28:16.976193
258,2021-09-14 14:28:16.984194
240,2021-09-14 14:28:16.988212
997,2021-09-14 14:28:16.995201
996,2021-09-14 14:28:16.997200
997,2021-09-14 14:28:17.005203
557,2021-09-14 14:28:17.009204
382,2021-09-14 14:28:17.013203
311,2021-09-14 14:28:17.021206
274,2021-09-14 14:28:17.025206
251,2021-09-14 14:28:17.029205
988,2021-09-14 14:28:17.033210
996,2021-09-14 14:28:17.041209
997,2021-09-14 14:28:17.046212
873,2021-09-14 14:28:17.050213
485,2021-09-14 14:28:17.054215
356,2021-09-14 14:28:17.062215
299,2021-09-14 14:28:17.066217
266,2021-09-14 14:28:17.070217
250,2021-09-14 14:28:17.078223
996,2021-09-14 14:28:17.083240
997,2021-09-14 14:28:17.087224
997,2021-09-14 14:28:17.091224
